Entity	Annotation	Comment
http://af.dbpedia.org/resource/Bandon,_Oregon	Bandon,_Oregon	TBA
http://bg.dbpedia.org/resource/Бандън_(град,_Орегон)	Bandon,_Oregon	TBA
http://ca.dbpedia.org/resource/Bandon_(Oregon)	Bandon,_Oregon	TBA
http://dbpedia.org/resource/Bandon,_Oregon	Bandon,_Oregon	TBA
http://es.dbpedia.org/resource/Bandon_(Oregón)	Bandon,_Oregon	TBA
http://fa.dbpedia.org/resource/بندن،_اورگن	Bandon,_Oregon	TBA
http://ht.dbpedia.org/resource/Bandon,_Oregon	Bandon,_Oregon	TBA
http://io.dbpedia.org/resource/Bandon,_Oregon	Bandon,_Oregon	TBA
http://kk.dbpedia.org/resource/Бандон_(Орегон)	Bandon,_Oregon	TBA
http://nl.dbpedia.org/resource/Bandon_(Oregon)	Bandon,_Oregon	TBA
http://pt.dbpedia.org/resource/Bandon_(Oregon)	Bandon,_Oregon	TBA
http://th.dbpedia.org/resource/แบนดัน_(รัฐออริกอน)	Bandon,_Oregon	TBA
http://uz.dbpedia.org/resource/Bandon_(Oregon)	Bandon,_Oregon	TBA
http://vo.dbpedia.org/resource/Bandon	Bandon,_Oregon	TBA
http://www.wikidata.org/entity/Q2088015	Bandon,_Oregon	TBA
http://af.dbpedia.org/resource/Boergondi%C3%AB_(gewes)	Burgundy	TBA
http://af.dbpedia.org/resource/Boergondië_(gewes)	Burgundy	TBA
http://als.dbpedia.org/resource/Burgund	Burgundy	TBA
http://an.dbpedia.org/resource/Borgonya	Burgundy	TBA
http://ar.dbpedia.org/resource/بورجندي_(منطقة_فرنسية)	Burgundy	TBA
http://ar.dbpedia.org/resource/بورغوني_(منطقة_فرنسية)	Burgundy	TBA
http://az.dbpedia.org/resource/Burqon	Burgundy	TBA
http://az.dbpedia.org/resource/Burqundiya	Burgundy	TBA
http://be-x-old.dbpedia.org/resource/Бургундыя	Burgundy	TBA
http://be.dbpedia.org/resource/Бургундыя	Burgundy	TBA
http://bg.dbpedia.org/resource/Бургундия_(регион)	Burgundy	TBA
http://bn.dbpedia.org/resource/বুর্‌গোইন	Burgundy	TBA
http://br.dbpedia.org/resource/Bourgogn	Burgundy	TBA
http://bs.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://ca.dbpedia.org/resource/Borgonya	Burgundy	TBA
http://ceb.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://cs.dbpedia.org/resource/Burgundsko	Burgundy	TBA
http://cv.dbpedia.org/resource/Бургунди	Burgundy	TBA
http://cy.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://da.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://dbpedia.org/resource/Burgundy	Burgundy	TBA
http://dbpedia.org/resource/Burgundy_(French_region)	Burgundy	TBA
http://de.dbpedia.org/resource/Burgund	Burgundy	TBA
http://el.dbpedia.org/resource/Βουργουνδία	Burgundy	TBA
http://eo.dbpedia.org/resource/Burgonjo	Burgundy	TBA
http://es.dbpedia.org/resource/Borgoña	Burgundy	TBA
http://et.dbpedia.org/resource/Burgundia	Burgundy	TBA
http://eu.dbpedia.org/resource/Borgoina	Burgundy	TBA
http://fa.dbpedia.org/resource/بورگوین	Burgundy	TBA
http://fi.dbpedia.org/resource/Burgundi	Burgundy	TBA
http://fr.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://fy.dbpedia.org/resource/Boergonje_(regio)	Burgundy	TBA
http://gl.dbpedia.org/resource/Borgoña	Burgundy	TBA
http://gl.dbpedia.org/resource/Borgoña_-_Bourgogne	Burgundy	TBA
http://he.dbpedia.org/resource/בורגון	Burgundy	TBA
http://hi.dbpedia.org/resource/बरगंडी	Burgundy	TBA
http://hr.dbpedia.org/resource/Burgundija	Burgundy	TBA
http://hu.dbpedia.org/resource/Burgundia	Burgundy	TBA
http://hy.dbpedia.org/resource/Բուրգունդիա	Burgundy	TBA
http://id.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://io.dbpedia.org/resource/Burgundia	Burgundy	TBA
http://is.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://it.dbpedia.org/resource/Borgogna	Burgundy	TBA
http://ja.dbpedia.org/resource/ブルゴーニュ地域圏	Burgundy	TBA
http://jv.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://ka.dbpedia.org/resource/ბურგუნდია	Burgundy	TBA
http://kk.dbpedia.org/resource/Бургундия	Burgundy	TBA
http://ko.dbpedia.org/resource/부르고뉴	Burgundy	TBA
http://ku.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://la.dbpedia.org/resource/Burgundia_(regio_Franciae)	Burgundy	TBA
http://lb.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://lmo.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://lt.dbpedia.org/resource/Burgundija	Burgundy	TBA
http://lv.dbpedia.org/resource/Burgundija	Burgundy	TBA
http://mk.dbpedia.org/resource/Бургундија	Burgundy	TBA
http://mr.dbpedia.org/resource/बूर्गान्य	Burgundy	TBA
http://ms.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://nds.dbpedia.org/resource/Burgund_(Region)	Burgundy	TBA
http://nl.dbpedia.org/resource/Bourgondië_(regio)	Burgundy	TBA
http://nn.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://no.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://oc.dbpedia.org/resource/Borgonha	Burgundy	TBA
http://pl.dbpedia.org/resource/Burgundia	Burgundy	TBA
http://pms.dbpedia.org/resource/Borgògna	Burgundy	TBA
http://pnb.dbpedia.org/resource/برگنڈی	Burgundy	TBA
http://pt.dbpedia.org/resource/Borgonha	Burgundy	TBA
http://qu.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://ro.dbpedia.org/resource/Burgundia	Burgundy	TBA
http://roa-rup.dbpedia.org/resource/Burghundia	Burgundy	TBA
http://ru.dbpedia.org/resource/Бургундия	Burgundy	TBA
http://scn.dbpedia.org/resource/Burgogna	Burgundy	TBA
http://sco.dbpedia.org/resource/Burgundy_(French_region)	Burgundy	TBA
http://sh.dbpedia.org/resource/Burgundija	Burgundy	TBA
http://simple.dbpedia.org/resource/Burgundy	Burgundy	TBA
http://sk.dbpedia.org/resource/Burgundsko_(región)	Burgundy	TBA
http://sl.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://sr.dbpedia.org/resource/Бургоња	Burgundy	TBA
http://sv.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://sw.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://th.dbpedia.org/resource/แคว้นบูร์กอญ	Burgundy	TBA
http://tl.dbpedia.org/resource/Borgonya	Burgundy	TBA
http://tr.dbpedia.org/resource/Burgonya	Burgundy	TBA
http://uk.dbpedia.org/resource/Бургундія	Burgundy	TBA
http://vec.dbpedia.org/resource/Borgogna	Burgundy	TBA
http://vi.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://war.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://www.wikidata.org/entity/Q1173	Burgundy	TBA
http://zh-min-nan.dbpedia.org/resource/Bourgogne	Burgundy	TBA
http://zh.dbpedia.org/resource/勃艮第	Burgundy	TBA
http://af.dbpedia.org/resource/Golf_van_Biskaje	Biskaya	TBA
http://an.dbpedia.org/resource/Golfo_de_Vizcaya	Biskaya	TBA
http://ar.dbpedia.org/resource/خليج_بسكاي	Biskaya	TBA
http://ar.dbpedia.org/resource/خليج_غاسكونيا	Biskaya	TBA
http://arz.dbpedia.org/resource/خليج_بسكاى	Biskaya	TBA
http://az.dbpedia.org/resource/Biskay_körfəzi	Biskaya	TBA
http://be.dbpedia.org/resource/Біскайскі_заліў	Biskaya	TBA
http://bg.dbpedia.org/resource/Бискайски_залив	Biskaya	TBA
http://bn.dbpedia.org/resource/বিস্কে_উপসাগর	Biskaya	TBA
http://br.dbpedia.org/resource/Pleg-mor_Gwaskogn	Biskaya	TBA
http://bs.dbpedia.org/resource/Biskajski_zaliv	Biskaya	TBA
http://ca.dbpedia.org/resource/Golf_de_Biscaia	Biskaya	TBA
http://cs.dbpedia.org/resource/Biskajský_záliv	Biskaya	TBA
http://cv.dbpedia.org/resource/Бискай_кӳлмекĕ	Biskaya	TBA
http://cy.dbpedia.org/resource/Bae_Biskaia	Biskaya	TBA
http://da.dbpedia.org/resource/Biscayabugten	Biskaya	TBA
http://dbpedia.org/resource/Bay_of_Biscay	Biskaya	TBA
http://de.dbpedia.org/resource/Biskaya	Biskaya	TBA
http://el.dbpedia.org/resource/Βισκαϊκός_κόλπος	Biskaya	TBA
http://eo.dbpedia.org/resource/Biskaja_Golfo	Biskaya	TBA
http://es.dbpedia.org/resource/Golfo_de_Vizcaya	Biskaya	TBA
http://et.dbpedia.org/resource/Biskaia_laht	Biskaya	TBA
http://eu.dbpedia.org/resource/Bizkaiko_golkoa	Biskaya	TBA
http://fa.dbpedia.org/resource/خلیج_بیسکای	Biskaya	TBA
http://fi.dbpedia.org/resource/Biskajanlahti	Biskaya	TBA
http://fr.dbpedia.org/resource/Golfe_de_Gascogne	Biskaya	TBA
http://fy.dbpedia.org/resource/Golf_fan_Biskaje	Biskaya	TBA
http://ga.dbpedia.org/resource/Bá_na_Bioscáine	Biskaya	TBA
http://gl.dbpedia.org/resource/Golfo_de_Biscaia	Biskaya	TBA
http://he.dbpedia.org/resource/מפרץ_ביסקאיה	Biskaya	TBA
http://hi.dbpedia.org/resource/बिस्के_की_खाड़ी	Biskaya	TBA
http://hr.dbpedia.org/resource/Biskajski_zaljev	Biskaya	TBA
http://hu.dbpedia.org/resource/Vizcayai-öböl	Biskaya	TBA
http://id.dbpedia.org/resource/Teluk_Biscay	Biskaya	TBA
http://is.dbpedia.org/resource/Biskajaflói	Biskaya	TBA
http://it.dbpedia.org/resource/Golfo_di_Biscaglia	Biskaya	TBA
http://ja.dbpedia.org/resource/ビスケー湾	Biskaya	TBA
http://ka.dbpedia.org/resource/ბისკაიის_ყურე	Biskaya	TBA
http://kk.dbpedia.org/resource/Бискай_шығанағы	Biskaya	TBA
http://ko.dbpedia.org/resource/비스케이_만	Biskaya	TBA
http://lt.dbpedia.org/resource/Biskajos_įlanka	Biskaya	TBA
http://lv.dbpedia.org/resource/Biskajas_līcis	Biskaya	TBA
http://mk.dbpedia.org/resource/Бискајски_Залив	Biskaya	TBA
http://mr.dbpedia.org/resource/बिस्केचे_आखात	Biskaya	TBA
http://ms.dbpedia.org/resource/Teluk_Biscay	Biskaya	TBA
http://nl.dbpedia.org/resource/Golf_van_Biskaje	Biskaya	TBA
http://nn.dbpedia.org/resource/Biscayabukta	Biskaya	TBA
http://no.dbpedia.org/resource/Biscayabukten	Biskaya	TBA
http://oc.dbpedia.org/resource/Golf_de_Gasconha	Biskaya	TBA
http://pl.dbpedia.org/resource/Zatoka_Biskajska	Biskaya	TBA
http://pnb.dbpedia.org/resource/خلیج_بسکے	Biskaya	TBA
http://pt.dbpedia.org/resource/Golfo_da_Biscaia	Biskaya	TBA
http://ro.dbpedia.org/resource/Golful_Biscaya	Biskaya	TBA
http://ru.dbpedia.org/resource/Бискайский_залив	Biskaya	TBA
http://scn.dbpedia.org/resource/Golfu_di_Biscagghia	Biskaya	TBA
http://sh.dbpedia.org/resource/Biskajski_zaliv	Biskaya	TBA
http://simple.dbpedia.org/resource/Bay_of_Biscay	Biskaya	TBA
http://sk.dbpedia.org/resource/Biskajský_záliv	Biskaya	TBA
http://sl.dbpedia.org/resource/Biskajski_zaliv	Biskaya	TBA
http://sr.dbpedia.org/resource/Бискајски_залив	Biskaya	TBA
http://sv.dbpedia.org/resource/Biscayabukten	Biskaya	TBA
http://th.dbpedia.org/resource/อ่าวบิสเคย์	Biskaya	TBA
http://tl.dbpedia.org/resource/Dagat_ng_Vizcaya	Biskaya	TBA
http://tr.dbpedia.org/resource/Biskay_Körfezi	Biskaya	TBA
http://tt.dbpedia.org/resource/Бискай_култыгы	Biskaya	TBA
http://uk.dbpedia.org/resource/Біскайська_затока	Biskaya	TBA
http://ur.dbpedia.org/resource/خلیج_بسکے	Biskaya	TBA
http://vec.dbpedia.org/resource/Golfo_de_Bizkaia	Biskaya	TBA
http://vi.dbpedia.org/resource/Vịnh_Biscay	Biskaya	TBA
http://war.dbpedia.org/resource/Golfo_han_Vizcaya	Biskaya	TBA
http://www.wikidata.org/entity/Q41573	Biskaya	TBA
http://zh.dbpedia.org/resource/比斯開灣	Biskaya	TBA
http://af.dbpedia.org/resource/Kantabriese_See	Cantabrian_sea	TBA
http://an.dbpedia.org/resource/Mar_Cantabrica	Cantabrian_sea	TBA
http://ast.dbpedia.org/resource/Mar_Cantábricu	Cantabrian_sea	TBA
http://ca.dbpedia.org/resource/Mar_Cantàbrica	Cantabrian_sea	TBA
http://es.dbpedia.org/resource/Mar_Cantábrico	Cantabrian_sea	TBA
http://eu.dbpedia.org/resource/Kantauri	Cantabrian_sea	TBA
http://fr.dbpedia.org/resource/Mer_Cantabrique	Cantabrian_sea	TBA
http://gl.dbpedia.org/resource/Mar_Cantábrico	Cantabrian_sea	TBA
http://it.dbpedia.org/resource/Mar_Cantabrico	Cantabrian_sea	TBA
http://nl.dbpedia.org/resource/Cantabrische_Zee	Cantabrian_sea	TBA
http://www.wikidata.org/entity/Q2090594	Cantabrian_sea	TBA
http://zh.dbpedia.org/resource/坎塔布連海	Cantabrian_sea	TBA
http://ar.dbpedia.org/resource/%D8%A8%D9%88%D8%B1%D8%AC%D9%86%D8%AF%D9%8A_(%D9%85%D9%86%D8%B7%D9%82%D8%A9_%D9%81%D8%B1%D9%86%D8%B3%D9%8A%D8%A9)	Burgundy	TBA
http://ar.dbpedia.org/resource/%D8%A8%D9%88%D8%B1%D8%BA%D9%88%D9%86%D9%8A_(%D9%85%D9%86%D8%B7%D9%82%D8%A9_%D9%81%D8%B1%D9%86%D8%B3%D9%8A%D8%A9)	Burgundy	TBA
