Entity	Annotation	Comment
http://af.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://als.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://am.dbpedia.org/resource/ባራክ_ኦባማ	Obama	TBA
http://an.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://ar.dbpedia.org/resource/باراك_أوباما	Obama	TBA
http://arz.dbpedia.org/resource/باراك_اوباما	Obama	TBA
http://ast.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://az.dbpedia.org/resource/Barak_Obama	Obama	TBA
http://ba.dbpedia.org/resource/Барак_Обама	Obama	TBA
http://bat-smg.dbpedia.org/resource/Baraks_Obama	Obama	TBA
http://be-x-old.dbpedia.org/resource/Барак_Абама	Obama	TBA
http://be.dbpedia.org/resource/Барак_Абама	Obama	TBA
http://bg.dbpedia.org/resource/Барак_Обама	Obama	TBA
http://bn.dbpedia.org/resource/বারাক_ওবামা	Obama	TBA
http://br.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://bs.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://ca.dbpedia.org/resource/Barack_Hussein_Obama	Obama	TBA
http://ca.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://ceb.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://ckb.dbpedia.org/resource/باراک_ئۆباما	Obama	TBA
http://cs.dbpedia.org/resource/Barack_Obama	unknown	TBA
http://cv.dbpedia.org/resource/Барак_Обама	Obama	TBA
http://cy.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://da.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://dbpedia.org/resource/Barack_Obama	Obama	TBA
http://de.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://diq.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://el.dbpedia.org/resource/Μπαράκ_Ομπάμα	Obama	TBA
http://eo.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://es.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://et.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://eu.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://fa.dbpedia.org/resource/باراک_اوباما	Obama	TBA
http://fi.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://fr.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://fy.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://ga.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://gd.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://gl.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://he.dbpedia.org/resource/ברק_אובמה	Obama	TBA
http://hi.dbpedia.org/resource/बराक_ओबामा	Obama	TBA
http://hr.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://ht.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://hu.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://hy.dbpedia.org/resource/Բարաք_Օբամա	Obama	TBA
http://ia.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://id.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://io.dbpedia.org/resource/Barack_Obama	Obama	TBA
http://is.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://it.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://ja.dbpedia.org/resource/バラク・オバマ	Obama	TBD
http://jv.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://ka.dbpedia.org/resource/ბარაკ_ობამა	Obama	TBD
http://kk.dbpedia.org/resource/Барак_Обама	Obama	TBD
http://kn.dbpedia.org/resource/ಬರಾಕ್_ಒಬಾಮ	Obama	TBD
http://ko.dbpedia.org/resource/버락_오바마	Obama	TBD
http://ku.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://ky.dbpedia.org/resource/Барак_Хусеин_Обама	Obama	TBD
http://la.dbpedia.org/resource/Baracus_Obama	Obama	TBD
http://lb.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://lmo.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://lt.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://lv.dbpedia.org/resource/Baraks_Obama	Obama	TBD
http://map-bms.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://mg.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://mk.dbpedia.org/resource/Барак_Обама	Obama	TBD
http://ml.dbpedia.org/resource/ബറാക്ക്_ഒബാമ	Obama	TBD
http://mr.dbpedia.org/resource/बराक_ओबामा	Obama	TBD
http://ms.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://my.dbpedia.org/resource/ဘာရက်_အိုဘားမား	Obama	TBD
http://my.dbpedia.org/resource/ဘာရတ်အိုဘားမား	Obama	TBD
http://mzn.dbpedia.org/resource/باراک_اوباما	Obama	TBD
http://nap.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://nds.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://ne.dbpedia.org/resource/बाराक_ओबामा	Obama	TBD
http://nl.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://nn.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://no.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://oc.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://pl.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://pms.dbpedia.org/resource/Barack_Obama	Obama	TBD
http://pnb.dbpedia.org/resource/بارک_اوبامہ	Obama	TBD
