Entity	Annotation	Comment
http://d-nb.info/gnd/124871135	unknown	TBA
http://datos.bne.es/resource/XX1035080	Piñeyro,_Marcelo_(1953-)	OK
http://viaf.org/viaf/57557288	Piñeyro,_Marcelo_(1953-)	OK
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	OK
http://dbpedia.org/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	OK
http://de.dbpedia.org/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	ER
http://es.dbpedia.org/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	OK
http://fr.dbpedia.org/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	OK
http://gl.dbpedia.org/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	OK
http://mpii.de/yago/resource/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	OK
http://pl.dbpedia.org/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	OK
http://pt.dbpedia.org/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	OK
http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000f3f4a5	unknown	TBA
http://rdf.freebase.com/ns/m.0h7y55	unknown	TBA
http://rdf.freebase.com/ns/m/0h7y55	unknown	TBA
http://ru.dbpedia.org/resource/Пиньейро,_Марсело	Piñeyro,_Marcelo_(1953-)	TBA
http://wikidata.dbpedia.org/resource/Q1388674	Piñeyro,_Marcelo_(1953-)	TBA
http://wikidata.org/entity/Q1388674	Piñeyro,_Marcelo_(1953-)	OK
http://www.wikidata.org/entity/Q1388674	Piñeyro,_Marcelo_(1953-)	OK
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	ER
http://yago-knowledge.org/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	OK
http://dbpedia.org/resource/Marcelo_Pineyro	Piñeyro,_Marcelo_(1953-)	OK
http://mpii.de/yago/resource/Marcelo_Piñeyro	Piñeyro,_Marcelo_(1953-)	ER
http://de.dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	ER
http://es.dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	OK
http://fr.dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	OK
http://gl.dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	OK
http://pl.dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	OK
http://pt.dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	Piñeyro,_Marcelo_(1953-)	OK
http://ru.dbpedia.org/resource/%D0%9F%D0%B8%D0%BD%D1%8C%D0%B5%D0%B9%D1%80%D0%BE,_%D0%9C%D0%B0%D1%80%D1%81%D0%B5%D0%BB%D0%BE	Piñeyro,_Marcelo_(1953-)	ER
