Entity	Annotation	Comment
http://be.dbpedia.org/resource/%D0%A0%D0%BE%D0%BD%D1%82%D0%B0-%D0%9A%D1%96%D0%BD%D0%B0%D0%BD-%D0%A2%D0%B0%D0%B2	Rhondda_Cynon_Taf	TBA
http://be.dbpedia.org/resource/Ронта-Кінан-Тав	Rhondda_Cynon_Taf	TBA
http://bg.dbpedia.org/resource/%D0%A0%D0%BE%D0%BD%D0%B4%D0%B0_%D0%9A%D1%8A%D0%BD%D1%8A%D0%BD_%D0%A2%D0%B0%D1%84	Rhondda_Cynon_Taf	TBA
http://bg.dbpedia.org/resource/Ронда_Кънън_Таф	Rhondda_Cynon_Taf	TBA
http://br.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://cy.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhiwinder	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhondda%2C_Cynon%2C_Taf	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhondda%2C_Cynon%2C_Taff	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhondda,_Cynon,_Taf	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhondda,_Cynon,_Taff	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhondda-Cynon-Taff	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhondda_Cynnon_Taf	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://dbpedia.org/resource/Rhondda_Cynon_Taff	Rhondda_Cynon_Taf	TBA
http://de.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://es.dbpedia.org/resource/Rhondda_Cynon_Taff	Rhondda_Cynon_Taf	TBA
http://et.dbpedia.org/resource/Rhondda_Cynon_Taff	Rhondda_Cynon_Taf	TBA
http://eu.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://fi.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://fr.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://ga.dbpedia.org/resource/Rhondda_Cynon_Taf	unknown	TBA
http://gd.dbpedia.org/resource/Rhondda_Cynon_Taf	unknown	TBA
http://it.dbpedia.org/resource/Rhondda_Cynon_Taff	Rhondda_Cynon_Taf	TBA
http://ja.dbpedia.org/resource/ロンザ・カノン・タフ	Rhondda_Cynon_Taf	TBA
http://ko.dbpedia.org/resource/%EB%A1%A0%EB%8B%A4%ED%82%A4%EB%84%8C%ED%83%80%EB%B8%8C_%EC%A3%BC	Rhondda_Cynon_Taf	TBA
http://ko.dbpedia.org/resource/론다커논타브_주	unknown	TBA
http://ko.dbpedia.org/resource/론다키넌타브_주	Rhondda_Cynon_Taf	TBA
http://lt.dbpedia.org/resource/Ronda-Kinonas-Tafas	unknown	TBA
http://mpii.de/yago/resource/Rhondda_Cynon_Taf	unknown	TBA
http://mpii.de/yago/resource/Rhondda_Cynon_Taff	unknown	TBA
http://musicbrainz.org/area/25a70142-c72e-441f-8950-325189c44387#_	Rhondda_Cynon_Taf	TBA
http://nl.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://nn.dbpedia.org/resource/Rhondda_Cynon_Taff	Rhondda_Cynon_Taf	TBA
http://no.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://pl.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
http://pl.dbpedia.org/resource/Rhondda_Cynon_Taff	Rhondda_Cynon_Taf	TBA
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001f2230	Rhondda_Cynon_Taf	TBA
http://rdf.freebase.com/ns/m.01z8kj	unknown	TBA
http://ro.dbpedia.org/resource/Rhondda_Cynon_Taff	Rhondda_Cynon_Taf	TBA
http://ru.dbpedia.org/resource/%D0%A0%D0%BE%D0%BD%D1%82%D0%B0-%D0%9A%D0%B8%D0%BD%D0%BE%D0%BD-%D0%A2%D0%B0%D0%B2 Rhondda_Cynon_Taf	TBA
http://ru.dbpedia.org/resource/Ронта,_Кинон,_Таф	Rhondda_Cynon_Taf	TBA
http://ru.dbpedia.org/resource/Ронта-Кинон-Тав	Rhondda_Cynon_Taf	TBA
http://sco.dbpedia.org/resource/Rhondda_Cynon_Taf	Rhondda_Cynon_Taf	TBA
