Entity	Annotation	Comment
http://ar.dbpedia.org/resource/%D8%AC%D8%A7%D9%88_%D9%88%D8%A7%D9%8A	Zhaowei	TBA
http://ar.dbpedia.org/resource/جاو_واي	Zhaowei	TBA
http://ar.dbpedia.org/resource/%D8%AC%D9%88%D9%86%D8%AC_%D9%84%D9%8A	Gongli	TBA
http://ar.dbpedia.org/resource/جونج_لي	Gongli	TBA
http://cs.dbpedia.org/resource/Wej_Čao	Zhaowei	TBA
http://dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://de.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://eo.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://es.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://fi.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://fr.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://id.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://it.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://ja.dbpedia.org/resource/ヴィッキー・チャオ	Zhaowei	TBA
http://jv.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://kk.dbpedia.org/resource/Чжао_Вэй	Zhaowei	TBA
http://ko.dbpedia.org/resource/자오웨이	Zhaowei	TBA
http://pl.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://pt.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://rdf.freebase.com/ns/m.05z68y	Zhaowei	TBA
http://ru.dbpedia.org/resource/Чжао_Вэй	Zhaowei	TBA
http://th.dbpedia.org/resource/เจ้า_เวย	Zhaowei	TBA
http://tr.dbpedia.org/resource/Zhao_Wei	Zhaowei	TBA
http://vi.dbpedia.org/resource/Triệu_Vi	Zhaowei	TBA
http://www.wikidata.org/entity/Q197471	Zhaowei	TBA
http://zh.dbpedia.org/resource/趙薇	Zhaowei	TBA
http://ca.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://commons.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://cs.dbpedia.org/resource/Kung_Li	Gongli	TBA
http://da.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://dbpedia.org/resource/Gong_Li	Gongli	TBA
http://de.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://el.dbpedia.org/resource/Γκονγκ_Λι	Gongli	TBA
http://eo.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://es.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://eu.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://fa.dbpedia.org/resource/گونگ_لی	Gongli	TBA
http://fi.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://fr.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://he.dbpedia.org/resource/גונג_לי	Gongli	TBA
http://hu.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://id.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://it.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://ja.dbpedia.org/resource/コン・リー	Gongli	TBA
http://jv.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://kk.dbpedia.org/resource/Гун_Ли	Gongli	TBA
http://ko.dbpedia.org/resource/궁리	Gongli	TBA
http://mr.dbpedia.org/resource/कोंग_ली	Gongli	TBA
http://ms.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://ne.dbpedia.org/resource/गोङ_ली	Gongli	TBA
http://nl.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://no.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://pl.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://pt.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://rdf.freebase.com/ns/m.0139t1	Gongli	TBA
http://ro.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://ru.dbpedia.org/resource/Гун_Ли	Gongli	TBA
http://sh.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://sq.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://sv.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://th.dbpedia.org/resource/กง_ลี่	Gongli	TBA
http://tr.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://uk.dbpedia.org/resource/Гун_Лі	Gongli	TBA
http://uk.dbpedia.org/resource/Ґун_Лі	Gongli	TBA
http://uz.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://vi.dbpedia.org/resource/Củng_Lợi	Gongli	TBA
http://war.dbpedia.org/resource/Gong_Li	Gongli	TBA
http://www.wikidata.org/entity/Q150903	Gongli	TBA
http://zh.dbpedia.org/resource/巩俐	Gongli	TBA
http://br.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://ca.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://cs.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://cy.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://da.dbpedia.org/resource/Lang_Lang_(pianist)	Langlang	TBA
http://dbpedia.org/resource/Lang_Lang_(pianist)	Langlang	TBA
http://de.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://es.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://eu.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://fi.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://fr.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://he.dbpedia.org/resource/לאנג_לאנג	Langlang	TBA
http://hr.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://id.dbpedia.org/resource/Lang_Lang_(pianis)	Langlang	TBA
http://it.dbpedia.org/resource/Lang_Lang_(pianista)	Langlang	TBA
http://ja.dbpedia.org/resource/ラン・ラン	Langlang	TBA
http://la.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://lb.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://nl.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://no.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://pl.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://pt.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://ro.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://ru.dbpedia.org/resource/Лан_Лан_(пианист)	Langlang	TBA
http://simple.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://sv.dbpedia.org/resource/Lang_Lang	Langlang	TBA
http://th.dbpedia.org/resource/หลาง_หล่าง	Langlang	TBA
http://vi.dbpedia.org/resource/Lang_Lãng	Langlang	TBA
http://www.wikidata.org/entity/Q155713	Langlang	TBA
http://zh.dbpedia.org/resource/郎朗	Langlang	TBA
http://ko.dbpedia.org/resource/랑랑	Langlang	TBA
http://rdf.freebase.com/ns/m.0f19vp	Langlang	TBA
http://ru.dbpedia.org/resource/Лан_Лан	Langlang	TBA
http://ca.dbpedia.org/resource/Zhou_Xun	Zhouxun	TBA
http://dbpedia.org/resource/Zhou_Xun	Zhouxun	TBA
http://de.dbpedia.org/resource/Zhou_Xun	Zhouxun	TBA
http://es.dbpedia.org/resource/Zhou_Xun	Zhouxun	TBA
http://fr.dbpedia.org/resource/Zhou_Xun	Zhouxun	TBA
http://it.dbpedia.org/resource/Zhou_Xun	Zhouxun	TBA
http://ja.dbpedia.org/resource/周迅	Zhouxun	TBA
http://kk.dbpedia.org/resource/Чжоу_Сунь	unknown	TBA
http://ko.dbpedia.org/resource/저우쉰	Zhouxun	TBA
http://no.dbpedia.org/resource/Zhou_Xun	Zhouxun	TBA
http://rdf.freebase.com/ns/m.0flxbw	Zhouxun	TBA
http://ru.dbpedia.org/resource/Чжоу_Сюнь	Zhouxun	TBA
http://sv.dbpedia.org/resource/Zhou_Xun	Zhouxun	TBA
http://th.dbpedia.org/resource/โจว_ซวิ่น	Zhouxun	TBA
http://vi.dbpedia.org/resource/Chu_Tấn	Zhouxun	TBA
http://www.wikidata.org/entity/Q198030	Zhouxun	TBA
http://zh.dbpedia.org/resource/周迅	Zhouxun	TBA
http://cs.dbpedia.org/resource/Wej_%C4%8Cao	Zhaowei	TBA
http://d-nb.info/gnd/128484349	unknown	TBA
http://dbpedia.org/resource/Cui_Jian	Cui_Jian	TBA
http://viaf.org/viaf/60136650	unknown	TBA
http://data.bibsys.no/data/notrbib/authorityentry/x07049257	Cui_Jian	TBA
http://data.bibsys.no/data/notrbib/authorityentry/x90940752	Cui_Jian	TBA
http://d-nb.info/gnd/12960755X	Langlang	TBA
http://viaf.org/viaf/27267813	unknown	TBA
http://www.filmportal.de/person/9EEC835EDA644E3582CECC691BF661F0	Langlang	TBA
http://data.bibsys.no/data/notrbib/authorityentry/x05054175	Langlang	TBA
http://datos.bne.es/resource/XX4585786	Langlang	TBA
http://d-nb.info/gnd/131825186	Gongli	TBA
http://viaf.org/viaf/74995834	unknown	TBA
http://data.bibsys.no/data/notrbib/authorityentry/x00010732	Gongli	TBA
http://d-nb.info/gnd/132164515	Gongli	TBA
http://viaf.org/viaf/33152116	unknown	TBA
http://d-nb.info/gnd/135252377	Lin_Qiang	TBA
http://viaf.org/viaf/81889124	unknown	TBA
http://datos.bne.es/resource/XX1639065	Lin_Qiang	TBA
http://d-nb.info/gnd/173338682	Faye_Wang	TBA
http://dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://viaf.org/viaf/95011286	unknown	TBA
http://da.dbpedia.org/resource/CoCo_Lee	Coco_Lee	TBA
http://dbpedia.org/resource/Coco_Lee	Coco_Lee	TBA
http://es.dbpedia.org/resource/Coco_Lee	Coco_Lee	TBA
http://fi.dbpedia.org/resource/Coco_Lee	Coco_Lee	TBA
http://fr.dbpedia.org/resource/Coco_Lee	Coco_Lee	TBA
http://it.dbpedia.org/resource/CoCo_Lee	Coco_Lee	TBA
http://ja.dbpedia.org/resource/ココ・リー	Coco_Lee	TBA
http://ms.dbpedia.org/resource/Coco_Lee	Coco_Lee	TBA
http://rdf.freebase.com/ns/m.01lv3rr	Coco_Lee	TBA
http://simple.dbpedia.org/resource/CoCo_Lee	Coco_Lee	TBA
http://www.wikidata.org/entity/Q703216	Coco_Lee	TBA
http://zh.dbpedia.org/resource/李玟	Coco_Lee	TBA
http://da.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://de.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://es.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://fr.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://id.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://it.dbpedia.org/resource/Wang_Fei	Faye_Wang	TBA
http://ja.dbpedia.org/resource/王菲	Faye_Wang	TBA
http://jv.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://ko.dbpedia.org/resource/왕페이	Faye_Wang	TBA
http://nl.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://no.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://pl.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://pt.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://rdf.freebase.com/ns/m.01r1jx	Faye_Wang	TBA
http://ro.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://ru.dbpedia.org/resource/Ван_Фэй_(певица)	Faye_Wang	TBA
http://sco.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://simple.dbpedia.org/resource/Faye_Wong	Faye_Wang	TBA
http://sk.dbpedia.org/resource/Fej_Wangová	Faye_Wang	TBA
http://sv.dbpedia.org/resource/Wang_Fei	Faye_Wang	TBA
http://vi.dbpedia.org/resource/Vương_Phi	Faye_Wang	TBA
http://www.wikidata.org/entity/Q464650	Faye_Wang	TBA
http://zh-yue.dbpedia.org/resource/王菲	Faye_Wang	TBA
http://zh.dbpedia.org/resource/王菲	Faye_Wang	TBA
http://dbpedia.org/resource/Lang_Lang_%28pianist%29	Langlang	TBA
http://data.linkedmdb.org/resource/actor/15440	Cui_Jian	TBA
http://mpii.de/yago/resource/Cui_Jian	unknown	TBA
http://data.linkedmdb.org/resource/actor/17172	Faye_Wang	TBA
http://mpii.de/yago/resource/Faye_Wong	unknown	TBA
http://data.linkedmdb.org/resource/actor/17919	Gongli	TBA
http://mpii.de/yago/resource/Gong_Li	unknown	TBA
http://data.linkedmdb.org/resource/actor/21816	Li_ming	TBA
http://dbpedia.org/resource/Leon_Lai	Li_ming	TBA
http://mpii.de/yago/resource/Leon_Lai	unknown	TBA
http://data.linkedmdb.org/resource/actor/29332	Zhaowei	TBA
http://mpii.de/yago/resource/Zhao_Wei	unknown	TBA
http://data.linkedmdb.org/resource/actor/29334	Zhou_Xuan	TBA
http://dbpedia.org/resource/Zhou_Xuan	Zhou_Xuan	TBA
http://mpii.de/yago/resource/Zhou_Xuan	unknown	TBA
http://data.linkedmdb.org/resource/actor/29335	Zhouxun	TBA
http://mpii.de/yago/resource/Zhou_Xun	unknown	TBA
http://data.linkedmdb.org/resource/actor/9651	Hu_Ge_(actor)	TBA
http://dbpedia.org/resource/Hu_Ge_%28actor%29	Hu_Ge_(actor)	TBA
http://dbpedia.org/resource/Hu_Ge_(actor)	Hu_Ge_(actor)	TBA
http://mpii.de/yago/resource/Hu_Ge_%28actor%29	unknown	TBA
http://mpii.de/yago/resource/Hu_Ge_(actor)	unknown	TBA
http://data.nytimes.com/N7750459205270726453	Langlang	TBA
http://data.nytimes.com/lang_lang_per	Langlang	TBA
http://rdf.freebase.com/ns/en.lang_lang	Langlang	TBA
http://dbpedia.org/resource/Lim_Giong	Lin_Qiang	TBA
http://datos.bne.es/resource/XX4429099	Langlang	TBA
http://viaf.org/viaf/169864178	unknown	TBA
http://libris.kb.se/resource/auth/285944	Langlang	TBA
http://dbpedia.org/resource/%E5%91%A8%E8%BF%85	Zhouxun	TBA
http://dbpedia.org/resource/周迅	Zhouxun	TBA
http://dbpedia.org/resource/%E5%B7%A9%E4%BF%90	Gongli	TBA
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000011a721	Gongli	TBA
http://dbpedia.org/resource/巩俐	Gongli	TBA
http://dbpedia.org/resource/%E6%9D%8E%E7%8E%9F	Coco_Lee	TBA
http://dbpedia.org/resource/李玟	Coco_Lee	TBA
