Entity	Annotation	Comment
http://an.dbpedia.org/resource/Categor%C3%ADa:Fisicos_de_Suiza	Swiss_physicists	ER
http://an.dbpedia.org/resource/Categoría:Fisicos_de_Suiza	Swiss_physicists	ER
http://ar.dbpedia.org/resource/تصنيف:فيزيائيون_سويسريون	Swiss_physicists	ER
http://be.dbpedia.org/resource/Катэгорыя:Постаці_швейцарскай_фізікі	Swiss_physicists	ER
http://bg.dbpedia.org/resource/Категория:Швейцарски_физици	Swiss_physicists	ER
http://br.dbpedia.org/resource/Rummad:Fizikourien_Suis	Swiss_physicists	ER
http://bs.dbpedia.org/resource/Kategorija:Švicarski_fizičari	Swiss_physicists	ER
http://ca.dbpedia.org/resource/Categoria:Físics_suïssos	Swiss_physicists	OK
http://cs.dbpedia.org/resource/Kategorie:Švýcarští_fyzici	Swiss_physicists	OK
http://da.dbpedia.org/resource/Kategori:Fysikere_fra_Schweiz	Swiss_physicists	ER
http://dbpedia.org/resource/Category:Swiss_physicists	Swiss_physicists	OK
http://el.dbpedia.org/resource/Κατηγορία:Ελβετοί_φυσικοί	Swiss_physicists	OK
http://eo.dbpedia.org/resource/Kategorio:Svisaj_fizikistoj	Swiss_physicists	ER
http://es.dbpedia.org/resource/Categoría:Físicos_de_Suiza	Swiss_physicists	OK
http://eu.dbpedia.org/resource/Kategoria:Suitzako_fisikariak	Swiss_physicists	OK
http://fa.dbpedia.org/resource/رده:فیزیک‌دانان_اهل_سوئیس	Swiss_physicists	TBA
http://fi.dbpedia.org/resource/Luokka:Sveitsiläiset_fyysikot	Swiss_physicists	ER
http://fr.dbpedia.org/resource/Catégorie:Physicien_suisse	Swiss_physicists	OK
http://he.dbpedia.org/resource/קטגוריה:פיזיקאים_שווייצרים	Swiss_physicists	ER
http://hr.dbpedia.org/resource/Kategorija:Švicarski_fizičari	Swiss_physicists	ER
http://hy.dbpedia.org/resource/Կատեգորիա:Շվեյցարացի_ֆիզիկոսներ	Swiss_physicists	ER
